"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Previous ID(s)","Chromosome","Ortholog count","Ortholog Group","Paralog count","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Transcript Length"
"PCHAS_1320700","PCHAS_1320700.1","P. chabaudi chabaudi","PCHAS_13_v3:809,598..810,917(+)","HSP90 co-chaperone p23, putative","Previous IDs: PC101372.00.0;PC300839.00.0;PCAS_132070;PCHAS_132070","13","44","OG5_127481","0","2","2","1","null","null","744"
"PCHAS_1320800","PCHAS_1320800.1","P. chabaudi chabaudi","PCHAS_13_v3:811,619..814,459(-)","glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase, putative","Previous IDs: PC000399.00.0;PC000748.00.0;PCAS_132080;PCHAS_132080","13","44","OG5_127121","0","1","1","1","null","null","2841"
"PCHAS_1320900","PCHAS_1320900.1","P. chabaudi chabaudi","PCHAS_13_v3:816,048..818,489(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000315.04.0;PC000400.00.0;PC104328.00.0;PCAS_132090;PCHAS_132090","13","44","OG5_142963","0","1","1","1","null","null","2442"
"PCHAS_1321000","PCHAS_1321000.1","P. chabaudi chabaudi","PCHAS_13_v3:819,324..820,814(+)","RNA-binding protein, putative","Previous IDs: PC000674.02.0;PC001223.02.0;PCAS_132100;PCHAS_132100","13","44","OG5_129437","0","1","1","1","null","null","1491"
"PCHAS_1321100","PCHAS_1321100.1","P. chabaudi chabaudi","PCHAS_13_v3:821,370..821,894(+)","tRNA intron endonuclease, putative","Previous IDs: PC001224.02.0;PCAS_132110;PCHAS_132110","13","43","OG5_128736","0","3","3","1","null","null","294"
"PCHAS_1321200","PCHAS_1321200.1","P. chabaudi chabaudi","PCHAS_13_v3:822,404..826,498(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000347.05.0;PCAS_132120;PCHAS_132120","13","44","OG5_167375","0","1","1","1","null","null","4095"
"PCHAS_1321300","PCHAS_1321300.1","P. chabaudi chabaudi","PCHAS_13_v3:828,493..831,375(+)","SNF1-related serine/threonine protein kinase KIN, putative","Previous IDs: PC400863.00.0;PCAS_132130;PCHAS_132130","13","7","OG5_129098","0","1","1","1","null","null","2883"
"PCHAS_1321400","PCHAS_1321400.1","P. chabaudi chabaudi","PCHAS_13_v3:833,157..835,460(+)","aminopeptidase P, putative","Previous IDs: PC000641.01.0;PC000971.01.0;PC300522.00.0;PC302381.00.0;PCAS_132140;PCHAS_132140","13","44","OG5_127189","0","1","1","1","null","null","2304"
"PCHAS_1321500","PCHAS_1321500.1","P. chabaudi chabaudi","PCHAS_13_v3:836,698..837,180(+)","iron sulfur cluster assembly protein, putative","Previous IDs: PC000972.01.0;PCAS_132150;PCHAS_132150","13","44","OG5_127020","0","1","1","1","null","null","483"
"PCHAS_1321600","PCHAS_1321600.1","P. chabaudi chabaudi","PCHAS_13_v3:838,035..838,736(-)","mitochondrial ribosomal protein S11 precursor, putative","Previous IDs: PC000966.01.0;PCAS_132160;PCHAS_132160","13","44","OG5_147437","0","1","1","1","null","null","702"
"PCHAS_1321700","PCHAS_1321700.1","P. chabaudi chabaudi","PCHAS_13_v3:839,961..841,379(+)","6-phosphogluconate dehydrogenase, decarboxylating, putative","Previous IDs: PC000964.01.0;PC302291.00.0;PCAS_132170;PCHAS_132170","13","44","OG5_127175","0","1","1","1","null","null","1419"
"PCHAS_1321800","PCHAS_1321800.1","P. chabaudi chabaudi","PCHAS_13_v3:842,538..843,056(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000968.01.0;PCAS_132180;PCHAS_132180","13","44","OG5_167376","0","1","1","1","null","null","519"
"PCHAS_1321900","PCHAS_1321900.1","P. chabaudi chabaudi","PCHAS_13_v3:844,035..844,496(-)","conserved protein, unknown function","Previous IDs: PC000965.01.0;PCAS_132190;PCHAS_132190","13","44","OG5_167377","0","1","1","1","null","null","462"
"PCHAS_1322000","PCHAS_1322000.1","P. chabaudi chabaudi","PCHAS_13_v3:845,726..848,247(-)","protein phosphatase PPM3, putative","Previous IDs: PC000967.01.0;PC001198.02.0;PC105141.00.0;PC403866.00.0;PCAS_132200;PCHAS_132200","13","44","OG5_136796","0","9","9","1","null","null","1236"
"PCHAS_1322100","PCHAS_1322100.1","P. chabaudi chabaudi","PCHAS_13_v3:849,636..850,446(-)","protein tyrosine phosphatase, putative","Previous IDs: PC001199.02.0;PC001200.02.0;PCAS_132210;PCHAS_132210","13","14","OG5_137227","0","3","3","1","null","null","516"
"PCHAS_1322200","PCHAS_1322200.1","P. chabaudi chabaudi","PCHAS_13_v3:852,688..854,066(+)","methyltransferase, putative","Previous IDs: PC000357.00.0;PCAS_132220;PCHAS_132220","13","91","OG5_127173","1","7","7","1","null","null","618"
"PCHAS_1322300","PCHAS_1322300.1","P. chabaudi chabaudi","PCHAS_13_v3:856,592..858,694(+)","conserved protein, unknown function","Previous IDs: PC000614.03.0;PCAS_132230;PCHAS_132230","13","46","OG5_153550","0","1","1","1","null","null","2103"
"PCHAS_1322400","PCHAS_1322400.1","P. chabaudi chabaudi","PCHAS_13_v3:859,526..860,544(-)","hemolysin III, putative","Previous IDs: PC300760.00.0;PCAS_132240;PCHAS_132240","13","44","OG5_144390","0","2","2","1","null","null","855"
"PCHAS_1322500","PCHAS_1322500.1","P. chabaudi chabaudi","PCHAS_13_v3:862,950..866,581(+)","AP-1 complex subunit gamma, putative","Previous IDs: PC000187.00.0;PCAS_132250;PCHAS_132250","13","44","OG5_127319","0","4","4","1","null","null","3213"
"PCHAS_1322600","PCHAS_1322600.1","P. chabaudi chabaudi","PCHAS_13_v3:867,192..872,894(-)","ferlin, putative","Previous IDs: PC000188.00.0;PC000537.00.0;PC300235.00.0;PCAS_132260;PCHAS_132260","13","44","OG5_141266","0","1","1","1","null","null","5703"
"PCHAS_1322700","PCHAS_1322700.1","P. chabaudi chabaudi","PCHAS_13_v3:874,879..877,967(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000369.00.0;PC000538.00.0;PC302222.00.0;PC302454.00.0;PC405704.00.0;PCAS_132270;PCHAS_132270","13","45","OG5_159950","0","2","2","1","null","null","2832"
"PCHAS_1322800","PCHAS_1322800.1","P. chabaudi chabaudi","PCHAS_13_v3:880,718..885,779(+)","LCCL domain-containing protein","Previous IDs: PC000077.05.0;PC000102.00.0;PC000363.04.0;PC000559.04.0;PCAS_132280;PCHAS_132280","13","45","OG5_141742","0","2","2","1","null","null","4911"
"PCHAS_1322900","PCHAS_1322900.1","P. chabaudi chabaudi","PCHAS_13_v3:886,213..888,174(-)","polyprenol reductase, putative","Previous IDs: PCHAS_132290","13","45","OG5_129297","0","9","9","1","null","null","879"
"PCHAS_1323000","PCHAS_1323000.1","P. chabaudi chabaudi","PCHAS_13_v3:890,918..893,333(+)","AP2 domain transcription factor, putative","Previous IDs: PC000228.04.0;PCAS_132300;PCHAS_132300","13","36","OG5_153854","0","2","2","1","null","null","2271"
"PCHAS_1323100","PCHAS_1323100.1","P. chabaudi chabaudi","PCHAS_13_v3:893,741..895,195(-)","serine hydroxymethyltransferase, putative","Previous IDs: PC000227.04.0;PC301195.00.0;PCAS_132310;PCHAS_132310","13","44","OG5_167378","0","1","1","1","null","null","1455"
"PCHAS_1323200","PCHAS_1323200.1","P. chabaudi chabaudi","PCHAS_13_v3:895,971..898,667(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000569.03.0;PC000732.03.0;PC301194.00.0;PCAS_132320;PCHAS_132320","13","44","OG5_150546","0","1","1","1","null","null","2697"
"PCHAS_1323300","PCHAS_1323300.1","P. chabaudi chabaudi","PCHAS_13_v3:898,976..900,256(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000000.04.0;PCAS_132330;PCHAS_132330","13","44","OG5_167379","0","1","1","1","null","null","1281"
"PCHAS_1323400","PCHAS_1323400.1","P. chabaudi chabaudi","PCHAS_13_v3:901,342..904,033(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC300237.00.0;PCAS_132340;PCHAS_132340","13","44","OG5_160937","0","2","2","1","null","null","2364"
"PCHAS_1323500","PCHAS_1323500.1","P. chabaudi chabaudi","PCHAS_13_v3:906,132..912,890(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC001068.02.0;PC300881.00.0;PC301785.00.0;PC301909.00.0;PC404565.00.0;PCAS_132350;PCHAS_132350","13","44","OG5_167380","0","1","1","1","null","null","6759"
"PCHAS_1323600","PCHAS_1323600.1","P. chabaudi chabaudi","PCHAS_13_v3:913,366..914,211(-)","mitochondrial ribosomal protein L28 precursor, putative","Previous IDs: PC300808.00.0;PCAS_132360;PCHAS_132360","13","44","OG5_139182","0","1","1","1","null","null","846"
"PCHAS_1323700","PCHAS_1323700.1","P. chabaudi chabaudi","PCHAS_13_v3:915,497..917,584(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000797.00.0;PC001044.02.0;PC300809.00.0;PCAS_132370;PCHAS_132370","13","44","OG5_150547","0","1","1","1","null","null","2088"
"PCHAS_1323800","PCHAS_1323800.1","P. chabaudi chabaudi","PCHAS_13_v3:921,086..923,263(-)","V-type H(+)-translocating pyrophosphatase, putative","Previous IDs: PC000052.04.0;PC000445.03.0;PCAS_132380;PCHAS_132380","13","89","OG5_128905","1","1","1","1","null","null","2178"
"PCHAS_1323900","PCHAS_1323900.1","P. chabaudi chabaudi","PCHAS_13_v3:925,235..926,282(+)","conserved protein, unknown function","Previous IDs: PCHAS_132390","13","43","OG5_129681","0","6","6","1","null","null","396"
"PCHAS_1324000","PCHAS_1324000.1","P. chabaudi chabaudi","PCHAS_13_v3:927,308..929,673(-)","signal peptide peptidase, putative","Previous IDs: PC300096.00.0;PCAS_132400;PCHAS_132400","13","45","OG5_128374","0","9","9","1","null","null","1236"
"PCHAS_1324100","PCHAS_1324100.1","P. chabaudi chabaudi","PCHAS_13_v3:931,325..933,775(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000573.01.0;PC107916.00.0;PCAS_132410;PCHAS_132410","13","44","OG5_162104","0","1","1","1","null","null","2451"
"PCHAS_1324200","PCHAS_1324200.1","P. chabaudi chabaudi","PCHAS_13_v3:934,417..934,931(-)","thioredoxin 1, putative","Previous IDs: PC300021.00.0;PCAS_132420;PCHAS_132420","13","49","OG5_126613","1","2","2","1","null","null","315"
"PCHAS_1324300","PCHAS_1324300.1","P. chabaudi chabaudi","PCHAS_13_v3:936,553..938,319(-)","MA3 domain-containing protein, putative","Previous IDs: PC301581.00.0;PCAS_132430;PCHAS_132430","13","44","OG5_129731","0","1","1","1","null","null","1767"
"PCHAS_1324400","PCHAS_1324400.1","P. chabaudi chabaudi","PCHAS_13_v3:940,412..949,180(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000116.02.0;PC000192.04.0;PC000303.04.0;PC000750.00.0;PC000863.03.0;PCAS_132440;PCHAS_132440","13","46","OG5_160950","0","1","1","1","null","null","8769"
"PCHAS_1324500","PCHAS_1324500.1","P. chabaudi chabaudi","PCHAS_13_v3:949,838..951,130(-)","vacuolar protein sorting-associated protein 4, putative","Previous IDs: PC000115.02.0;PCAS_132450;PCHAS_132450","13","44","OG5_127508","0","1","1","1","null","null","1293"
"PCHAS_1324600","PCHAS_1324600.1","P. chabaudi chabaudi","PCHAS_13_v3:952,447..954,226(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC103505.00.0;PCAS_132460;PCHAS_132460","13","44","OG5_167381","0","2","2","1","null","null","1626"
"PCHAS_1324700","PCHAS_1324700.1","P. chabaudi chabaudi","PCHAS_13_v3:955,641..959,837(+)","large ribosomal subunit nuclear export factor, putative","Previous IDs: PC000674.00.0;PC301877.00.0;PCAS_132470;PCHAS_132470","13","44","OG5_167382","0","1","1","1","null","null","4197"
"PCHAS_1324800","PCHAS_1324800.1","P. chabaudi chabaudi","PCHAS_13_v3:960,201..961,646(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000606.03.0;PCAS_132480;PCHAS_132480","13","44","OG5_166435","0","1","1","1","null","null","1446"
"PCHAS_1324900","PCHAS_1324900.1","P. chabaudi chabaudi","PCHAS_13_v3:963,509..973,246(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000263.03.0;PC000429.01.0;PC000502.00.0;PC000676.04.0;PC403868.00.0;PC403869.00.0;PCAS_132490;PCHAS_132490","13","47","OG5_159834","0","1","1","1","null","null","9738"
"PCHAS_1325000","PCHAS_1325000.1","P. chabaudi chabaudi","PCHAS_13_v3:974,903..976,429(+)","chabaupain 1","Previous IDs: PC000637.04.0;PCAS_132500;PCHAS_132500","13","46","OG5_141501","0","1","1","1","null","null","1527"
"PCHAS_1325100","PCHAS_1325100.1","P. chabaudi chabaudi","PCHAS_13_v3:977,722..977,898(+)","protein PET117, putative","Previous IDs: PCHAS_132510","13","38","OG5_162000","0","1","1","1","null","null","177"
"PCHAS_1325200","PCHAS_1325200.1","P. chabaudi chabaudi","PCHAS_13_v3:978,197..978,742(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000527.01.0;PCAS_132520;PCHAS_132520","13","44","OG5_167383","0","2","2","1","null","null","336"
"PCHAS_1325300","PCHAS_1325300.1","P. chabaudi chabaudi","PCHAS_13_v3:978,930..983,581(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000644.00.0;PCAS_132530;PCHAS_132530","13","44","OG5_162105","0","3","3","1","null","null","4386"
"PCHAS_1325400","PCHAS_1325400.1","P. chabaudi chabaudi","PCHAS_13_v3:984,532..985,482(-)","aminodeoxychorismate lyase, putative","Previous IDs: PC000237.04.0;PCAS_132540;PCHAS_132540","13","44","OG5_146648","0","1","1","1","null","null","951"
"PCHAS_1325500","PCHAS_1325500.1","P. chabaudi chabaudi","PCHAS_13_v3:986,856..991,062(+)","spindle assembly abnormal protein 4, putative","Previous IDs: PC000238.04.0;PC000611.00.0;PCAS_132550;PCHAS_132550","13","44","OG5_153690","0","4","4","1","null","null","3750"
"PCHAS_1325600","PCHAS_1325600.1","P. chabaudi chabaudi","PCHAS_13_v3:992,105..995,926(+)","zinc finger protein, putative","Previous IDs: PCHAS_132560","13","44","OG5_165277","0","1","1","1","null","null","3822"
"PCHAS_1325700","PCHAS_1325700.1","P. chabaudi chabaudi","PCHAS_13_v3:996,420..997,481(-)","exonuclease V, mitochondrial, putative","Previous IDs: PCHAS_132570","13","44","OG5_131645","0","1","1","1","null","null","1062"
"PCHAS_1325800","PCHAS_1325800.1","P. chabaudi chabaudi","PCHAS_13_v3:999,113..1,001,323(-)","DNA-directed RNA polymerase III subunit RPC5, putative","Previous IDs: PCHAS_132580","13","44","OG5_167384","0","1","1","1","null","null","2211"
"PCHAS_1325900","PCHAS_1325900.1","P. chabaudi chabaudi","PCHAS_13_v3:1,002,685..1,003,694(+)","golgi apparatus membrane protein TVP23, putative","Previous IDs: PCHAS_132590","13","45","OG5_127609","0","3","3","1","null","null","690"
"PCHAS_1326000","PCHAS_1326000.1","P. chabaudi chabaudi","PCHAS_13_v3:1,005,481..1,007,469(+)","ATP-dependent RNA helicase DBP5, putative","Previous IDs: PC000054.02.0;PC300608.00.0;PCAS_132600;PCHAS_132600","13","44","OG5_127716","0","1","1","1","null","null","1989"
"PCHAS_1326100","PCHAS_1326100.1","P. chabaudi chabaudi","PCHAS_13_v3:1,008,505..1,010,985(+)","GTP-binding protein, putative","Previous IDs: PC000506.00.0;PC000675.03.0;PC300753.00.0;PC301908.00.0;PCAS_132610;PCHAS_132610","13","45","OG5_128338","0","1","1","1","null","null","2481"
"PCHAS_1326200","PCHAS_1326200.1","P. chabaudi chabaudi","PCHAS_13_v3:1,011,892..1,012,479(+)","OPA3-like protein, putative","Previous IDs: PC301570.00.0;PCAS_132620;PCHAS_132620","13","44","OG5_129238","0","1","1","1","null","null","588"
"PCHAS_1326300","PCHAS_1326300.1","P. chabaudi chabaudi","PCHAS_13_v3:1,013,386..1,014,411(-)","conserved protein, unknown function","Previous IDs: PC302063.00.0;PCAS_132630;PCHAS_132630","13","44","OG5_149154","0","1","1","1","null","null","1026"
"PCHAS_1326400","PCHAS_1326400.1","P. chabaudi chabaudi","PCHAS_13_v3:1,015,903..1,018,725(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC300575.00.0;PCAS_132640;PCHAS_132640","13","45","OG5_157067","0","1","1","1","null","null","2823"
"PCHAS_1326500","PCHAS_1326500.1","P. chabaudi chabaudi","PCHAS_13_v3:1,020,404..1,022,887(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000078.03.0;PC000144.01.0;PCAS_132650;PCHAS_132650","13","44","OG5_136225","0","1","1","1","null","null","2484"
"PCHAS_1326600","PCHAS_1326600.1","P. chabaudi chabaudi","PCHAS_13_v3:1,023,327..1,024,752(-)","pyridoxal 5'-phosphate synthase, putative","Previous IDs: PC000145.01.0;PC000360.00.0;PCAS_132660;PCHAS_132660","13","44","OG5_128872","0","8","8","1","null","null","768"
"PCHAS_1326700","PCHAS_1326700.1","P. chabaudi chabaudi","PCHAS_13_v3:1,025,375..1,026,574(-)","bax inhibitor 1, putative","Previous IDs: PC000364.04.0;PCAS_132670;PCHAS_132670","13","45","OG5_129362","0","4","4","1","null","null","738"
"PCHAS_1326800","PCHAS_1326800.1","P. chabaudi chabaudi","PCHAS_13_v3:1,027,805..1,028,386(-)","rhoptry protein, putative","Previous IDs: PC000365.04.0;PC302093.00.0;PCAS_132680;PCHAS_132680","13","44","OG5_158060","0","1","1","1","null","null","582"
"PCHAS_1326900","PCHAS_1326900.1","P. chabaudi chabaudi","PCHAS_13_v3:1,029,567..1,030,466(+)","biotin--protein ligase 2, putative","Previous IDs: PC000073.05.0;PCAS_132690;PCHAS_132690","13","78","OG5_126858","1","1","1","1","null","null","900"
"PCHAS_1327000","PCHAS_1327000.1","P. chabaudi chabaudi","PCHAS_13_v3:1,031,593..1,032,552(+)","FYVE and coiled-coil domain-containing protein, putative","Previous IDs: PC000074.05.0;PC000277.00.0;PCAS_132700;PCHAS_132700","13","44","OG5_138809","0","1","1","1","null","null","960"
"PCHAS_1327100","PCHAS_1327100.1","P. chabaudi chabaudi","PCHAS_13_v3:1,033,638..1,035,509(+)","kelch domain-containing protein, putative","Previous IDs: PC107824.00.0;PC109338.00.0;PCAS_132710;PCHAS_132710","13","25","OG5_127972","0","1","1","1","null","null","1872"
"PCHAS_1327200","PCHAS_1327200.1","P. chabaudi chabaudi","PCHAS_13_v3:1,035,771..1,036,652(-)","conserved protein, unknown function","Previous IDs: PC000681.01.0;PC302541.00.0;PCAS_132720;PCHAS_132720","13","44","OG5_147478","0","1","1","1","null","null","882"
"PCHAS_1327300","PCHAS_1327300.1","P. chabaudi chabaudi","PCHAS_13_v3:1,037,942..1,038,644(-)","60S ribosomal protein L29, putative","Previous IDs: PC100126.00.0;PCAS_132730;PCHAS_132730","13","42","OG5_127199","0","3","3","1","null","null","216"
"PCHAS_1327400","PCHAS_1327400.1","P. chabaudi chabaudi","PCHAS_13_v3:1,039,476..1,041,004(+)","ubiquitin carboxyl-terminal hydrolase isozyme L3, putative","Previous IDs: PCHAS_132740","13","44","OG5_127717","0","9","9","1","null","null","687"
"PCHAS_1327500","PCHAS_1327500.1","P. chabaudi chabaudi","PCHAS_13_v3:1,043,797..1,047,699(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000365.05.0;PC101528.00.0;PC107769.00.0;PC403990.00.0;PCAS_132750;PCHAS_132750","13","19","OG5_167385","0","1","1","1","null","null","3903"
"PCHAS_1327600","PCHAS_1327600.1","P. chabaudi chabaudi","PCHAS_13_v3:1,049,158..1,049,610(+)","inner membrane complex sub-compartment protein 3, putative","Previous IDs: PC001316.02.0;PC302580.00.0;PCAS_132760;PCHAS_132760","13","44","OG5_153621","0","1","1","1","null","null","453"
"PCHAS_1327700","PCHAS_1327700.1","P. chabaudi chabaudi","PCHAS_13_v3:1,050,637..1,051,688(-)","60S ribosomal protein L27, putative","Previous IDs: PCHAS_132770","13","43","OG5_127262","0","4","4","1","null","null","441"
"PCHAS_1327800","PCHAS_1327800.1","P. chabaudi chabaudi","PCHAS_13_v3:1,052,944..1,054,776(-)","snRNA-activating protein complex subunit 3, putative","Previous IDs: PC000120.00.0;PCAS_132780;PCHAS_132780","13","44","OG5_129228","0","1","1","1","null","null","1833"
"PCHAS_1327900","PCHAS_1327900.1","P. chabaudi chabaudi","PCHAS_13_v3:1,055,503..1,056,865(+)","apicoplast ribosomal protein S10 precursor, putative","Previous IDs: PC301654.00.0;PCAS_132790;PCHAS_132790","13","47","OG5_155465","0","5","5","1","null","null","816"
"PCHAS_1328000","PCHAS_1328000.1","P. chabaudi chabaudi","PCHAS_13_v3:1,057,533..1,059,400(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC400383.00.0;PCAS_132800;PCHAS_132800","13","44","OG5_161409","0","5","5","1","null","null","1167"
"PCHAS_1328100","PCHAS_1328100.1","P. chabaudi chabaudi","PCHAS_13_v3:1,060,066..1,062,108(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC400238.00.0;PCAS_132810;PCHAS_132810","13","44","OG5_162107","0","3","3","1","null","null","1776"
"PCHAS_1328200","PCHAS_1328200.1","P. chabaudi chabaudi","PCHAS_13_v3:1,063,178..1,063,729(+)","U3 small nucleolar ribonucleoprotein protein IMP3, putative","Previous IDs: PCHAS_132820","13","44","OG5_128165","0","1","1","1","null","null","552"
"PCHAS_1328300","PCHAS_1328300.1","P. chabaudi chabaudi","PCHAS_13_v3:1,065,330..1,065,533(+)","40S ribosomal protein S28e, putative","Previous IDs: PC000029.04.0;PCAS_132830;PCHAS_132830","13","45","OG5_127046","0","1","1","1","null","null","204"
"PCHAS_1328400","PCHAS_1328400.1","P. chabaudi chabaudi","PCHAS_13_v3:1,066,265..1,067,720(-)","MORN repeat protein, putative","Previous IDs: PC000697.01.0;PCAS_132840;PCHAS_132840","13","44","OG5_158072","0","4","4","1","null","null","981"
"PCHAS_1328500","PCHAS_1328500.1","P. chabaudi chabaudi","PCHAS_13_v3:1,068,531..1,069,816(-)","meiotic nuclear division protein 1, putative","Previous IDs: PC406036.00.0;PCAS_132850;PCHAS_132850","13","44","OG5_127882","0","7","7","1","null","null","615"
"PCHAS_1328600","PCHAS_1328600.1","P. chabaudi chabaudi","PCHAS_13_v3:1,070,418..1,072,719(-)","splicing factor 3B subunit 2, putative","Previous IDs: PC301702.00.0;PC302512.00.0;PCAS_132860;PCHAS_132860","13","44","OG5_128039","0","3","3","1","null","null","1992"
"PCHAS_1328700","PCHAS_1328700.1","P. chabaudi chabaudi","PCHAS_13_v3:1,073,515..1,074,443(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC108360.00.0;PCAS_132870;PCHAS_132870","13","43","OG5_167386","0","4","4","1","null","null","405"
"PCHAS_1328800","PCHAS_1328800.1","P. chabaudi chabaudi","PCHAS_13_v3:1,075,223..1,078,594(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC107003.00.0;PCAS_132880;PCHAS_132880","13","6","OG5_196690","0","1","1","1","null","null","3372"
"PCHAS_1328900","PCHAS_1328900.1","P. chabaudi chabaudi","PCHAS_13_v3:1,079,468..1,082,701(+)","valine--tRNA ligase, putative","Previous IDs: PC000408.02.0;PC000449.03.0;PC000458.01.0;PC000528.04.0;PC300250.00.0;PC301231.00.0;PCAS_132890;PCHAS_132890","13","43","OG5_126723","0","1","1","1","null","null","3234"
"PCHAS_1329000","PCHAS_1329000.1","P. chabaudi chabaudi","PCHAS_13_v3:1,083,224..1,083,589(-)","thioredoxin-like protein","Previous IDs: PC000409.02.0;PCAS_132900;PCHAS_132900","13","31","OG5_134420","0","1","1","1","null","null","366"
"PCHAS_1329100","PCHAS_1329100.1","P. chabaudi chabaudi","PCHAS_13_v3:1,084,046..1,087,738(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000555.03.0;PCAS_132910;PCHAS_132910","13","54","OG5_160817","0","1","1","1","null","null","3693"
"PCHAS_1329200","PCHAS_1329200.1","P. chabaudi chabaudi","PCHAS_13_v3:1,088,482..1,088,703(+)","conserved protein, unknown function","Previous IDs: PC000766.04.0;PCAS_132920;PCHAS_132920","13","44","OG5_158132","0","1","1","1","null","null","222"
"PCHAS_1329300","PCHAS_1329300.1","P. chabaudi chabaudi","PCHAS_13_v3:1,089,494..1,093,390(-)","GTP-binding protein, putative","Previous IDs: PC000702.01.0;PC000811.00.0;PCAS_132930;PCHAS_132930","13","43","OG5_139602","0","1","1","1","null","null","3897"
"PCHAS_1329400","PCHAS_1329400.1","P. chabaudi chabaudi","PCHAS_13_v3:1,095,228..1,100,304(-)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_132940","13","44","OG5_160996","0","23","23","1","null","null","2331"
"PCHAS_1329500","PCHAS_1329500.1","P. chabaudi chabaudi","PCHAS_13_v3:1,101,480..1,103,155(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000680.03.0;PCAS_132950;PCHAS_132950","13","44","OG5_166880","0","2","2","1","null","null","1548"
"PCHAS_1329600","PCHAS_1329600.1","P. chabaudi chabaudi","PCHAS_13_v3:1,104,323..1,105,735(-)","cytochrome c1 precursor, putative","Previous IDs: PC000055.00.0;PCAS_132960;PCHAS_132960","13","43","OG5_128006","0","2","2","1","null","null","1185"
"PCHAS_1329700","PCHAS_1329700.1","P. chabaudi chabaudi","PCHAS_13_v3:1,109,031..1,110,297(+)","glyceraldehyde-3-phosphate dehydrogenase, putative","Previous IDs: PC000143.05.0;PC000746.00.0;PCAS_132970;PCHAS_132970","13","42","OG5_126628","0","2","2","1","null","null","1014"
"PCHAS_1329800","PCHAS_1329800.1","P. chabaudi chabaudi","PCHAS_13_v3:1,110,964..1,113,216(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000523.02.0;PCAS_132980;PCHAS_132980","13","43","OG5_167387","0","1","1","1","null","null","2253"
"PCHAS_1329900","PCHAS_1329900.1","P. chabaudi chabaudi","PCHAS_13_v3:1,114,634..1,115,584(-)","mediator of RNA polymerase II transcription subunit 20, putative","Previous IDs: PC000217.05.0;PCAS_132990;PCHAS_132990","13","43","OG5_167388","0","1","1","1","null","null","951"
"PCHAS_1330000","PCHAS_1330000.1","P. chabaudi chabaudi","PCHAS_13_v3:1,116,649..1,135,005(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC103185.00.0;PC105804.00.0;PC106355.00.0;PC106438.00.0;PC107382.00.0;PC108413.00.0;PC400243.00.0;PCHAS_133000","13","26","OG5_153843","0","12","12","1","null","null","16929"
"PCHAS_1330100","PCHAS_1330100.1","P. chabaudi chabaudi","PCHAS_13_v3:1,137,275..1,138,755(+)","replication factor C subunit 3, putative","Previous IDs: PC000345.04.0;PC302164.00.0;PCAS_133010;PCHAS_133010","13","44","OG5_127045","0","2","2","1","null","null","1035"
"PCHAS_1330200","PCHAS_1330200.1","P. chabaudi chabaudi","PCHAS_13_v3:1,140,161..1,141,786(+)","DNA polymerase alpha subunit B, putative","Previous IDs: PC000346.04.0;PC000818.00.0;PCAS_133020;PCHAS_133020","13","44","OG5_128793","0","1","1","1","null","null","1626"
"PCHAS_1330300","PCHAS_1330300.1","P. chabaudi chabaudi","PCHAS_13_v3:1,142,859..1,143,872(+)","DNA-directed RNA polymerase III subunit RPC4, putative","Previous IDs: PC000119.01.0;PC000322.01.0;PC000710.04.0;PCAS_133030;PCHAS_133030","13","43","OG5_152362","0","1","1","1","null","null","1014"
"PCHAS_1330400","PCHAS_1330400.1","P. chabaudi chabaudi","PCHAS_13_v3:1,144,590..1,146,199(+)","fam-a protein","Previous IDs: PC000009.05.0;PCAS_133040;PCHAS_133040","13","5","OG5_243301","1","6","6","1","null","null","912"
